Training with a single process on 1 device (cuda:0).
WARNING: No pretrained configuration specified for MONet_T_12 model. Using a default. Please add a config to the model pretrained_cfg registry or pass explicitly.
Model MONet_T_12 created, param count:13157026
Data processing configuration for current model + dataset:
	input_size: (3, 32, 32)
Train: 0 [1000/20000 (  5%)]  Loss: 1.94 (2.22)  Time: 0.047s,   42.84/s  (0.048s,   41.57/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1050/20000 (  5%)]  Loss: 2.48 (2.22)  Time: 0.046s,   43.13/s  (0.048s,   41.65/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1100/20000 (  6%)]  Loss: 2.42 (2.22)  Time: 0.047s,   42.88/s  (0.048s,   41.72/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1150/20000 (  6%)]  Loss: 2.36 (2.22)  Time: 0.046s,   43.22/s  (0.048s,   41.78/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1200/20000 (  6%)]  Loss: 2.25 (2.22)  Time: 0.046s,   43.43/s  (0.048s,   41.84/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1250/20000 (  6%)]  Loss: 2.19 (2.22)  Time: 0.046s,   43.24/s  (0.048s,   41.90/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1300/20000 (  7%)]  Loss: 2.33 (2.22)  Time: 0.046s,   43.38/s  (0.048s,   41.94/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1350/20000 (  7%)]  Loss: 2.20 (2.21)  Time: 0.046s,   43.38/s  (0.048s,   41.99/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1400/20000 (  7%)]  Loss: 2.19 (2.21)  Time: 0.046s,   43.26/s  (0.048s,   42.03/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1450/20000 (  7%)]  Loss: 2.46 (2.21)  Time: 0.046s,   43.62/s  (0.048s,   42.03/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1500/20000 (  8%)]  Loss: 2.26 (2.21)  Time: 0.046s,   43.30/s  (0.048s,   42.07/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1550/20000 (  8%)]  Loss: 1.89 (2.21)  Time: 0.046s,   43.37/s  (0.047s,   42.11/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1600/20000 (  8%)]  Loss: 1.89 (2.21)  Time: 0.046s,   43.30/s  (0.047s,   42.15/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1650/20000 (  8%)]  Loss: 2.17 (2.20)  Time: 0.047s,   42.12/s  (0.047s,   42.18/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1700/20000 (  9%)]  Loss: 2.07 (2.20)  Time: 0.046s,   43.31/s  (0.047s,   42.20/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1750/20000 (  9%)]  Loss: 2.03 (2.20)  Time: 0.047s,   42.96/s  (0.047s,   42.21/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1800/20000 (  9%)]  Loss: 2.27 (2.20)  Time: 0.047s,   42.87/s  (0.047s,   42.22/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1850/20000 (  9%)]  Loss: 2.26 (2.20)  Time: 0.047s,   42.52/s  (0.047s,   42.24/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1900/20000 ( 10%)]  Loss: 2.67 (2.20)  Time: 0.046s,   43.14/s  (0.047s,   42.26/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [1950/20000 ( 10%)]  Loss: 2.22 (2.20)  Time: 0.046s,   43.57/s  (0.047s,   42.28/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2000/20000 ( 10%)]  Loss: 2.16 (2.20)  Time: 0.046s,   43.57/s  (0.047s,   42.31/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2050/20000 ( 10%)]  Loss: 2.58 (2.20)  Time: 0.046s,   43.60/s  (0.047s,   42.33/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2100/20000 ( 11%)]  Loss: 2.03 (2.20)  Time: 0.047s,   42.96/s  (0.047s,   42.35/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2150/20000 ( 11%)]  Loss: 2.20 (2.20)  Time: 0.046s,   43.28/s  (0.047s,   42.37/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2200/20000 ( 11%)]  Loss: 2.60 (2.19)  Time: 0.046s,   43.27/s  (0.047s,   42.39/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2250/20000 ( 11%)]  Loss: 2.25 (2.19)  Time: 0.046s,   43.16/s  (0.047s,   42.38/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2300/20000 ( 12%)]  Loss: 2.07 (2.19)  Time: 0.046s,   43.45/s  (0.047s,   42.39/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2350/20000 ( 12%)]  Loss: 2.35 (2.19)  Time: 0.046s,   43.25/s  (0.047s,   42.41/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2400/20000 ( 12%)]  Loss: 1.96 (2.19)  Time: 0.046s,   43.29/s  (0.047s,   42.42/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2450/20000 ( 12%)]  Loss: 1.46 (2.19)  Time: 0.046s,   43.35/s  (0.047s,   42.44/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2500/20000 ( 13%)]  Loss: 2.61 (2.19)  Time: 0.046s,   43.11/s  (0.047s,   42.45/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2550/20000 ( 13%)]  Loss: 2.21 (2.18)  Time: 0.046s,   43.29/s  (0.047s,   42.47/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2600/20000 ( 13%)]  Loss: 1.39 (2.18)  Time: 0.046s,   43.40/s  (0.047s,   42.48/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2650/20000 ( 13%)]  Loss: 1.95 (2.18)  Time: 0.047s,   42.31/s  (0.047s,   42.49/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2700/20000 ( 14%)]  Loss: 2.06 (2.18)  Time: 0.046s,   43.30/s  (0.047s,   42.50/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2750/20000 ( 14%)]  Loss: 1.80 (2.18)  Time: 0.046s,   43.19/s  (0.047s,   42.51/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2800/20000 ( 14%)]  Loss: 1.91 (2.18)  Time: 0.046s,   43.16/s  (0.047s,   42.53/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2850/20000 ( 14%)]  Loss: 2.22 (2.18)  Time: 0.046s,   43.42/s  (0.047s,   42.54/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2900/20000 ( 15%)]  Loss: 1.84 (2.18)  Time: 0.046s,   43.25/s  (0.047s,   42.55/s)  LR: 1.000e-05  Data: 0.002 (0.003)
Train: 0 [2950/20000 ( 15%)]  Loss: 2.20 (2.18)  Time: 0.046s,   43.43/s  (0.047s,   42.56/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3000/20000 ( 15%)]  Loss: 2.46 (2.18)  Time: 0.046s,   43.36/s  (0.047s,   42.58/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3050/20000 ( 15%)]  Loss: 1.97 (2.18)  Time: 0.047s,   42.31/s  (0.047s,   42.59/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3100/20000 ( 16%)]  Loss: 1.67 (2.18)  Time: 0.046s,   43.42/s  (0.047s,   42.58/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3150/20000 ( 16%)]  Loss: 1.51 (2.18)  Time: 0.046s,   43.17/s  (0.047s,   42.59/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3200/20000 ( 16%)]  Loss: 1.90 (2.17)  Time: 0.046s,   43.38/s  (0.047s,   42.60/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3250/20000 ( 16%)]  Loss: 2.72 (2.17)  Time: 0.046s,   43.32/s  (0.047s,   42.62/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3300/20000 ( 17%)]  Loss: 1.89 (2.17)  Time: 0.047s,   42.14/s  (0.047s,   42.62/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3350/20000 ( 17%)]  Loss: 2.32 (2.17)  Time: 0.046s,   43.48/s  (0.047s,   42.63/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3400/20000 ( 17%)]  Loss: 2.10 (2.17)  Time: 0.046s,   43.48/s  (0.047s,   42.64/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3450/20000 ( 17%)]  Loss: 2.10 (2.17)  Time: 0.046s,   43.25/s  (0.047s,   42.65/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3500/20000 ( 18%)]  Loss: 2.64 (2.17)  Time: 0.046s,   43.44/s  (0.047s,   42.66/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3550/20000 ( 18%)]  Loss: 2.28 (2.17)  Time: 0.048s,   41.76/s  (0.047s,   42.67/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3600/20000 ( 18%)]  Loss: 2.30 (2.17)  Time: 0.046s,   43.54/s  (0.047s,   42.67/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3650/20000 ( 18%)]  Loss: 2.39 (2.17)  Time: 0.046s,   43.65/s  (0.047s,   42.68/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3700/20000 ( 19%)]  Loss: 1.70 (2.17)  Time: 0.046s,   43.30/s  (0.047s,   42.69/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3750/20000 ( 19%)]  Loss: 2.20 (2.17)  Time: 0.046s,   43.16/s  (0.047s,   42.70/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3800/20000 ( 19%)]  Loss: 2.10 (2.17)  Time: 0.046s,   43.55/s  (0.047s,   42.71/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3850/20000 ( 19%)]  Loss: 1.73 (2.17)  Time: 0.046s,   43.38/s  (0.047s,   42.71/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3900/20000 ( 20%)]  Loss: 1.81 (2.17)  Time: 0.046s,   43.14/s  (0.047s,   42.71/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [3950/20000 ( 20%)]  Loss: 2.25 (2.17)  Time: 0.047s,   42.28/s  (0.047s,   42.71/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4000/20000 ( 20%)]  Loss: 2.27 (2.17)  Time: 0.046s,   43.28/s  (0.047s,   42.72/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4050/20000 ( 20%)]  Loss: 1.99 (2.17)  Time: 0.046s,   43.59/s  (0.047s,   42.72/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4100/20000 ( 21%)]  Loss: 2.18 (2.17)  Time: 0.046s,   43.20/s  (0.047s,   42.73/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4150/20000 ( 21%)]  Loss: 2.04 (2.17)  Time: 0.046s,   43.65/s  (0.047s,   42.74/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4200/20000 ( 21%)]  Loss: 2.13 (2.17)  Time: 0.046s,   43.42/s  (0.047s,   42.75/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4250/20000 ( 21%)]  Loss: 2.03 (2.17)  Time: 0.046s,   43.63/s  (0.047s,   42.75/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4300/20000 ( 22%)]  Loss: 2.33 (2.17)  Time: 0.046s,   43.56/s  (0.047s,   42.76/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4350/20000 ( 22%)]  Loss: 1.85 (2.16)  Time: 0.046s,   43.54/s  (0.047s,   42.77/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4400/20000 ( 22%)]  Loss: 2.00 (2.16)  Time: 0.046s,   43.28/s  (0.047s,   42.77/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4450/20000 ( 22%)]  Loss: 2.02 (2.16)  Time: 0.046s,   43.45/s  (0.047s,   42.78/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4500/20000 ( 23%)]  Loss: 2.30 (2.16)  Time: 0.047s,   42.91/s  (0.047s,   42.79/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4550/20000 ( 23%)]  Loss: 2.32 (2.16)  Time: 0.046s,   43.41/s  (0.047s,   42.79/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4600/20000 ( 23%)]  Loss: 2.13 (2.16)  Time: 0.047s,   42.57/s  (0.047s,   42.80/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4650/20000 ( 23%)]  Loss: 2.01 (2.16)  Time: 0.046s,   43.08/s  (0.047s,   42.80/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4700/20000 ( 24%)]  Loss: 2.17 (2.16)  Time: 0.047s,   42.80/s  (0.047s,   42.80/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4750/20000 ( 24%)]  Loss: 1.93 (2.16)  Time: 0.046s,   43.40/s  (0.047s,   42.80/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4800/20000 ( 24%)]  Loss: 2.24 (2.16)  Time: 0.046s,   43.29/s  (0.047s,   42.81/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4850/20000 ( 24%)]  Loss: 2.53 (2.16)  Time: 0.046s,   43.16/s  (0.047s,   42.81/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4900/20000 ( 25%)]  Loss: 2.45 (2.16)  Time: 0.046s,   43.29/s  (0.047s,   42.82/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [4950/20000 ( 25%)]  Loss: 2.28 (2.16)  Time: 0.046s,   43.51/s  (0.047s,   42.82/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5000/20000 ( 25%)]  Loss: 2.54 (2.16)  Time: 0.046s,   43.67/s  (0.047s,   42.83/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5050/20000 ( 25%)]  Loss: 2.44 (2.16)  Time: 0.046s,   43.34/s  (0.047s,   42.83/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5100/20000 ( 26%)]  Loss: 1.99 (2.16)  Time: 0.046s,   43.43/s  (0.047s,   42.84/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5150/20000 ( 26%)]  Loss: 2.37 (2.16)  Time: 0.046s,   43.42/s  (0.047s,   42.84/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5200/20000 ( 26%)]  Loss: 1.70 (2.16)  Time: 0.046s,   43.28/s  (0.047s,   42.85/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5250/20000 ( 26%)]  Loss: 1.44 (2.16)  Time: 0.047s,   42.94/s  (0.047s,   42.85/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5300/20000 ( 27%)]  Loss: 2.45 (2.16)  Time: 0.046s,   43.47/s  (0.047s,   42.85/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5350/20000 ( 27%)]  Loss: 2.12 (2.16)  Time: 0.046s,   43.47/s  (0.047s,   42.86/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5400/20000 ( 27%)]  Loss: 1.65 (2.16)  Time: 0.046s,   43.28/s  (0.047s,   42.86/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5450/20000 ( 27%)]  Loss: 2.36 (2.16)  Time: 0.046s,   43.08/s  (0.047s,   42.87/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5500/20000 ( 28%)]  Loss: 3.22 (2.16)  Time: 0.046s,   43.50/s  (0.047s,   42.87/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5550/20000 ( 28%)]  Loss: 1.76 (2.16)  Time: 0.046s,   43.21/s  (0.047s,   42.86/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5600/20000 ( 28%)]  Loss: 1.82 (2.16)  Time: 0.046s,   43.39/s  (0.047s,   42.87/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5650/20000 ( 28%)]  Loss: 2.52 (2.16)  Time: 0.046s,   43.54/s  (0.047s,   42.87/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5700/20000 ( 29%)]  Loss: 2.00 (2.16)  Time: 0.046s,   43.29/s  (0.047s,   42.88/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5750/20000 ( 29%)]  Loss: 1.78 (2.16)  Time: 0.046s,   43.09/s  (0.047s,   42.88/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5800/20000 ( 29%)]  Loss: 1.93 (2.16)  Time: 0.046s,   43.70/s  (0.047s,   42.89/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5850/20000 ( 29%)]  Loss: 2.15 (2.16)  Time: 0.046s,   43.34/s  (0.047s,   42.89/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5900/20000 ( 30%)]  Loss: 1.94 (2.16)  Time: 0.046s,   43.10/s  (0.047s,   42.89/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [5950/20000 ( 30%)]  Loss: 2.23 (2.16)  Time: 0.047s,   42.66/s  (0.047s,   42.89/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6000/20000 ( 30%)]  Loss: 2.18 (2.16)  Time: 0.046s,   43.26/s  (0.047s,   42.90/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6050/20000 ( 30%)]  Loss: 2.06 (2.16)  Time: 0.046s,   43.35/s  (0.047s,   42.90/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6100/20000 ( 31%)]  Loss: 1.96 (2.16)  Time: 0.046s,   43.30/s  (0.047s,   42.90/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6150/20000 ( 31%)]  Loss: 2.05 (2.15)  Time: 0.046s,   43.29/s  (0.047s,   42.91/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6200/20000 ( 31%)]  Loss: 2.11 (2.15)  Time: 0.046s,   43.54/s  (0.047s,   42.91/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6250/20000 ( 31%)]  Loss: 2.32 (2.15)  Time: 0.047s,   42.23/s  (0.047s,   42.91/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6300/20000 ( 32%)]  Loss: 1.92 (2.15)  Time: 0.046s,   43.46/s  (0.047s,   42.92/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6350/20000 ( 32%)]  Loss: 2.38 (2.15)  Time: 0.046s,   43.51/s  (0.047s,   42.91/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6400/20000 ( 32%)]  Loss: 1.74 (2.15)  Time: 0.046s,   43.26/s  (0.047s,   42.91/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6450/20000 ( 32%)]  Loss: 1.68 (2.15)  Time: 0.046s,   43.40/s  (0.047s,   42.92/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6500/20000 ( 33%)]  Loss: 1.72 (2.15)  Time: 0.046s,   43.21/s  (0.047s,   42.92/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6550/20000 ( 33%)]  Loss: 2.52 (2.15)  Time: 0.047s,   42.56/s  (0.047s,   42.92/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6600/20000 ( 33%)]  Loss: 2.27 (2.15)  Time: 0.046s,   43.03/s  (0.047s,   42.92/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6650/20000 ( 33%)]  Loss: 2.21 (2.15)  Time: 0.046s,   43.17/s  (0.047s,   42.93/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6700/20000 ( 34%)]  Loss: 2.17 (2.15)  Time: 0.046s,   43.42/s  (0.047s,   42.93/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6750/20000 ( 34%)]  Loss: 1.97 (2.15)  Time: 0.046s,   43.65/s  (0.047s,   42.93/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6800/20000 ( 34%)]  Loss: 1.53 (2.15)  Time: 0.046s,   43.46/s  (0.047s,   42.94/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6850/20000 ( 34%)]  Loss: 1.97 (2.15)  Time: 0.046s,   43.59/s  (0.047s,   42.94/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6900/20000 ( 35%)]  Loss: 1.98 (2.15)  Time: 0.046s,   43.36/s  (0.047s,   42.94/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [6950/20000 ( 35%)]  Loss: 2.81 (2.15)  Time: 0.046s,   43.44/s  (0.047s,   42.94/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7000/20000 ( 35%)]  Loss: 2.94 (2.15)  Time: 0.046s,   43.36/s  (0.047s,   42.95/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7050/20000 ( 35%)]  Loss: 2.48 (2.15)  Time: 0.046s,   43.34/s  (0.047s,   42.95/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7100/20000 ( 36%)]  Loss: 1.65 (2.15)  Time: 0.046s,   43.40/s  (0.047s,   42.95/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7150/20000 ( 36%)]  Loss: 1.73 (2.15)  Time: 0.047s,   42.86/s  (0.047s,   42.94/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7200/20000 ( 36%)]  Loss: 1.79 (2.15)  Time: 0.046s,   43.21/s  (0.047s,   42.94/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7250/20000 ( 36%)]  Loss: 2.00 (2.15)  Time: 0.046s,   43.31/s  (0.047s,   42.95/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7300/20000 ( 37%)]  Loss: 2.33 (2.15)  Time: 0.046s,   43.14/s  (0.047s,   42.95/s)  LR: 1.000e-05  Data: 0.002 (0.002)
Train: 0 [7350/20000 ( 37%)]  Loss: 2.09 (2.15)  Time: 0.046s,   43.24/s  (0.047s,   42.95/s)  LR: 1.000e-05  Data: 0.002 (0.002)
